w1,w2,count,p1,p2,joint.prob.nonnorm,joint.prob,expected,disparity,score
a,single,19,0.021117428,0.000453785,9.58E-06,3.74E-05,11.38713349,1.668549861,-0.457843745
both,of,19,0.000605046,0.01604359,9.71E-06,3.79E-05,11.53489552,1.647175734,-0.45787767
he,also,19,0.007599249,0.001331759,1.01E-05,3.95E-05,12.02596659,1.579914584,-0.457984425
kids,with,19,0.001173921,0.008704116,1.02E-05,3.99E-05,12.14191481,1.564827318,-0.458008371
the,judge,19,0.032968442,0.000315676,1.04E-05,4.07E-05,12.36698852,1.536348156,-0.458053573
the,pregnancy,19,0.032968442,0.000348559,1.15E-05,4.49E-05,13.65521649,1.391409651,-0.458283616
after,she,19,0.001509327,0.007934655,1.20E-05,4.68E-05,14.23098732,1.335114674,-0.458372966
post,a,19,0.000582028,0.021117428,1.23E-05,4.80E-05,14.60523643,1.300903281,-0.458427266
and,talk,19,0.022837206,0.000542569,1.24E-05,4.84E-05,14.72384438,1.290423854,-0.458443898
dating,a,19,0.000614911,0.021117428,1.30E-05,5.07E-05,15.43039103,1.231336261,-0.458537681
is,being,19,0.011732635,0.001236399,1.45E-05,5.67E-05,17.23763636,1.102239286,-0.458742581
love,with,19,0.001703337,0.008704116,1.48E-05,5.79E-05,17.61768032,1.078462071,-0.45878032
was,an,19,0.005981408,0.002508969,1.50E-05,5.86E-05,17.83291178,1.065445746,-0.458800979
its,hard,18,0.002515545,0.000378154,9.51E-07,3.72E-06,1.13037957,15.92385467,-0.459394005
thats,why,18,0.000822074,0.001223246,1.01E-06,3.93E-06,1.194945155,15.06345285,-0.460759615
fans,video,15,0.000147973,0.001417255,2.10E-07,8.19E-07,0.249203885,60.19167805,-0.461660987
scared,video,15,0.000147973,0.001417255,2.10E-07,8.19E-07,0.249203885,60.19167805,-0.461660987
ex,girlfriend,16,0.000683965,0.000440631,3.01E-07,1.18E-06,0.358123778,44.67729031,-0.462109116
first,dirty,15,0.001348201,0.000157838,2.13E-07,8.31E-07,0.252865813,59.31999978,-0.463044495
it,sounds,18,0.007714339,0.000144685,1.12E-06,4.36E-06,1.326312029,13.57146705,-0.463127662
matter,what,18,0.000381442,0.002982483,1.14E-06,4.45E-06,1.351855588,13.3150317,-0.463534671
pulled,out,16,9.86E-05,0.003127168,3.08E-07,1.21E-06,0.366578336,43.64687821,-0.463744563
he,spent,18,0.007599249,0.00015455,1.17E-06,4.59E-06,1.395605999,12.89762298,-0.464197172
use,privacy,13,0.000575452,0.000213739,1.23E-07,4.81E-07,0.146155926,88.94610253,-0.464374528
own,investigation,12,0.00086811,0.000111802,9.71E-08,3.79E-07,0.115331481,104.0479141,-0.464581231
dating,decisions,10,0.000614911,0.000101937,6.27E-08,2.45E-07,0.074484915,134.255373,-0.464988549
one,direction,15,0.002456356,8.88E-05,2.18E-07,8.52E-07,0.259148912,57.88177875,-0.465327208
ive,seen,13,0.000483379,0.000256487,1.24E-07,4.84E-07,0.147325174,88.24018108,-0.465494951
water,over,14,0.000128243,0.001262705,1.62E-07,6.33E-07,0.192424717,72.75572623,-0.465895571
show,more,18,0.000552434,0.00241032,1.33E-06,5.20E-06,1.582261572,11.37612157,-0.466612066
young,woman,17,0.000506397,0.001081849,5.48E-07,2.14E-06,0.651000981,26.11363193,-0.467396979
before,judge,16,0.001032525,0.000315676,3.26E-07,1.27E-06,0.387316417,41.30989369,-0.467453773
dropped,off,11,9.21E-05,0.000858245,7.90E-08,3.09E-07,0.093899561,117.1464473,-0.467967493
address,below,11,0.000279505,0.000282793,7.90E-08,3.09E-07,0.093925259,117.1143963,-0.468018363
anyone,else,12,0.000279505,0.000355136,9.93E-08,3.88E-07,0.117952651,101.7357382,-0.468251065
sent,an,17,0.000226892,0.002508969,5.69E-07,2.22E-06,0.676454598,25.13102884,-0.468956545
film,video,15,0.000161126,0.001417255,2.28E-07,8.92E-07,0.271355341,55.27807167,-0.469459754
such,as,18,0.000368289,0.004524693,1.67E-06,6.51E-06,1.98016546,9.090149468,-0.47024031
near,you,18,0.000157838,0.010821778,1.71E-06,6.67E-06,2.029710713,8.868258855,-0.47059249
declined,to,18,6.25E-05,0.02759208,1.72E-06,6.74E-06,2.048482915,8.78699054,-0.470721477
with,instructions,17,0.008704116,6.91E-05,6.01E-07,2.35E-06,0.714230283,23.80184711,-0.471066193
now,alphabetical,11,0.002226175,3.62E-05,8.05E-08,3.15E-07,0.095685555,114.9598814,-0.471437962
27,2016,12,0.000108514,0.000943741,1.02E-07,4.00E-07,0.121691673,98.60986977,-0.473212374
your,husband,18,0.004748297,0.00044392,2.11E-06,8.24E-06,2.504759232,7.186319456,-0.473262026
confirm,the,18,6.58E-05,0.032968442,2.17E-06,8.47E-06,2.576455941,6.986341087,-0.473579428
doors,for,17,7.23E-05,0.008924432,6.46E-07,2.52E-06,0.767180487,22.15906202,-0.473673585
at,jacob,14,0.003774962,4.60E-05,1.74E-07,6.79E-07,0.206507081,67.79428546,-0.47377026
read,next,16,0.000779326,0.00046365,3.61E-07,1.41E-06,0.429370777,37.26383085,-0.473875594
im,going,18,0.002097932,0.001068696,2.24E-06,8.76E-06,2.664213741,6.756214684,-0.473944679
one,llc,15,0.002456356,9.86E-05,2.42E-07,9.47E-07,0.287943236,52.09360088,-0.474514075
reason,why,16,0.000299235,0.001223246,3.66E-07,1.43E-06,0.434960036,36.78498864,-0.474635601
couples,who,16,0.000128243,0.002857528,3.66E-07,1.43E-06,0.435461143,36.74265839,-0.474702787
your,boyfriend,18,0.004748297,0.000509686,2.42E-06,9.46E-06,2.875834673,6.25905243,-0.474733764
at,home,18,0.003774962,0.000644506,2.43E-06,9.51E-06,2.891099134,6.226005808,-0.474786215
four,high,10,0.000194009,0.000338694,6.57E-08,2.57E-07,0.078082599,128.0695075,-0.474806617
power,of,18,0.000157838,0.01604359,2.53E-06,9.89E-06,3.00910318,5.981848717,-0.475173736
wanting,to,18,9.21E-05,0.02759208,2.54E-06,9.93E-06,3.018816928,5.962600724,-0.475204286
16,2016,13,0.000141397,0.000943741,1.33E-07,5.21E-07,0.158567937,81.98378707,-0.475424961
got,pregnant,17,0.001121308,0.000611623,6.86E-07,2.68E-06,0.814952596,20.86010903,-0.475735254
he,gets,18,0.007599249,0.000361712,2.75E-06,1.07E-05,3.266311913,5.510802544,-0.47592137
she,gets,18,0.007934655,0.000361712,2.87E-06,1.12E-05,3.410476264,5.277855234,-0.476291098
it,isnt,18,0.007714339,0.000378154,2.92E-06,1.14E-05,3.466497348,5.192561306,-0.476426475
to,kill,18,0.02759208,0.000111802,3.08E-06,1.21E-05,3.66570627,4.910377067,-0.476874352
in,hot,18,0.012064753,0.000263064,3.17E-06,1.24E-05,3.771401096,4.772762043,-0.477092771
me,feel,18,0.004120233,0.000772749,3.18E-06,1.24E-05,3.783414792,4.757606815,-0.477116825
to,raise,18,0.02759208,0.000118379,3.27E-06,1.28E-05,3.88133605,4.637578341,-0.477307332
the,phrase,18,0.032968442,0.000101937,3.36E-06,1.31E-05,3.993506708,4.507316831,-0.47751408
see,how,18,0.00152248,0.002298518,3.50E-06,1.37E-05,4.158370593,4.328618529,-0.477797706
have,made,18,0.005576948,0.000631353,3.52E-06,1.38E-05,4.184004094,4.302099041,-0.477839797
saying,she,18,0.000470226,0.007934655,3.73E-06,1.46E-05,4.433619143,4.059888642,-0.478224228
state,of,18,0.00024991,0.01604359,4.01E-06,1.57E-05,4.764413369,3.778009716,-0.47867162
makes,you,18,0.000391307,0.010821778,4.23E-06,1.65E-05,5.031991142,3.577112816,-0.478990479
see,what,18,0.00152248,0.002982483,4.54E-06,1.77E-05,5.395768424,3.335947466,-0.479373251
so,why,18,0.003745368,0.001223246,4.58E-06,1.79E-05,5.444170127,3.306289036,-0.479420324
love,child,18,0.001703337,0.003038384,5.18E-06,2.02E-05,6.149881607,2.926885613,-0.480022505
about,us,18,0.003791404,0.001397525,5.30E-06,2.07E-05,6.296268813,2.858836008,-0.480130512
the,ghetto,18,0.032968442,0.000161126,5.31E-06,2.08E-05,6.312317055,2.851567791,-0.480142048
know,its,18,0.002170274,0.002515545,5.46E-06,2.13E-05,6.487395794,2.774611041,-0.480264192
but,then,18,0.004971902,0.001127885,5.61E-06,2.19E-05,6.663630931,2.701230033,-0.480380661
kids,are,18,0.001173921,0.004843658,5.69E-06,2.22E-05,6.756721013,2.664014093,-0.480439729
this,girl,18,0.006764022,0.000841803,5.69E-06,2.22E-05,6.766113539,2.660315984,-0.480445598
would,get,18,0.002259058,0.002604329,5.88E-06,2.30E-05,6.991122997,2.574693652,-0.480581496
why,are,18,0.001223246,0.004843658,5.92E-06,2.32E-05,7.040616854,2.55659417,-0.480610223
happened,to,18,0.000220316,0.02759208,6.08E-06,2.38E-05,7.223597649,2.491833138,-0.480713011
where,she,18,0.000769461,0.007934655,6.11E-06,2.39E-05,7.255013143,2.481043059,-0.480730136
coming,to,18,0.000226892,0.02759208,6.26E-06,2.45E-05,7.43922743,2.419606091,-0.480827648
within,the,18,0.000190721,0.032968442,6.29E-06,2.46E-05,7.471722229,2.409083134,-0.48084435
is,getting,18,0.011732635,0.000565587,6.64E-06,2.59E-05,7.885301741,2.282728118,-0.481044898
to,start,18,0.02759208,0.000243334,6.71E-06,2.62E-05,7.978301881,2.256119193,-0.481087131
no,child,18,0.002219599,0.003038384,6.74E-06,2.64E-05,8.013841863,2.2461137,-0.481103011
the,phone,18,0.032968442,0.000207163,6.83E-06,2.67E-05,8.115836214,2.217886059,-0.481147813
of,days,18,0.01604359,0.000437343,7.02E-06,2.74E-05,8.337723396,2.158862695,-0.481241494
the,former,18,0.032968442,0.000217027,7.16E-06,2.80E-05,8.502304605,2.117073057,-0.481307822
have,children,18,0.005576948,0.001335048,7.45E-06,2.91E-05,8.847425324,2.034490187,-0.481438895
simpson,really,12,8.55E-05,0.001265993,1.08E-07,4.23E-07,0.128617215,93.30010755,-0.481639911
to,change,18,0.02759208,0.000292658,8.08E-06,3.16E-05,9.595525236,1.875874385,-0.481690647
say,it,18,0.001058831,0.007714339,8.17E-06,3.19E-05,9.706192576,1.854486181,-0.481724594
mamas,and,18,0.000365001,0.022837206,8.34E-06,3.26E-05,9.905131671,1.817239851,-0.48178371
his,other,18,0.006356274,0.001364642,8.67E-06,3.39E-05,10.30730138,1.746334887,-0.481896249
we,will,18,0.003485592,0.002499104,8.71E-06,3.40E-05,10.3510518,1.738953718,-0.481907964
the,information,18,0.032968442,0.00026964,8.89E-06,3.47E-05,10.56346936,1.703985631,-0.481963465
the,american,18,0.032968442,0.000276217,9.11E-06,3.56E-05,10.82111495,1.663414545,-0.482027858
on,youtube,17,0.007816276,0.000108514,8.48E-07,3.31E-06,1.007878418,16.86711382,-0.482072847
the,reason,18,0.032968442,0.000299235,9.87E-06,3.85E-05,11.72287453,1.53545958,-0.482230946
is,too,18,0.011732635,0.000861533,1.01E-05,3.95E-05,12.01133172,1.498584871,-0.482289472
in,which,18,0.012064753,0.000930587,1.12E-05,4.39E-05,13.34133138,1.349190684,-0.482526587
think,he,18,0.001548787,0.007599249,1.18E-05,4.60E-05,13.98575374,1.287023949,-0.482625257
on,black,18,0.007816276,0.001555363,1.22E-05,4.75E-05,14.44625733,1.245997464,-0.482690373
him,so,18,0.003446133,0.003745368,1.29E-05,5.04E-05,15.3373395,1.173606414,-0.482805271
be,more,18,0.005813705,0.00241032,1.40E-05,5.48E-05,16.6514194,1.080988928,-0.482952271
why,is,18,0.001223246,0.011732635,1.44E-05,5.61E-05,17.05425725,1.055454936,-0.482992798
but,what,18,0.004971902,0.002982483,1.48E-05,5.79E-05,17.62073835,1.021523596,-0.483046653
in,life,18,0.012064753,0.001236399,1.49E-05,5.83E-05,17.72558515,1.015481286,-0.483056244
by,asimplebijou,12,0.002772032,3.95E-05,1.09E-07,4.27E-07,0.129979196,92.32246704,-0.4831916
housewives,of,17,5.59E-05,0.01604359,8.97E-07,3.50E-06,1.065724043,15.95159658,-0.483525936
of,wedlock,17,0.01604359,5.59E-05,8.97E-07,3.50E-06,1.065724043,15.95159658,-0.483525936
seems,like,17,0.00028937,0.00312388,9.04E-07,3.53E-06,1.074165752,15.82623535,-0.483724906
results,we,15,7.89E-05,0.003485592,2.75E-07,1.07E-06,0.32687532,45.88905643,-0.48436179
still,upset,13,0.001019371,0.000141397,1.44E-07,5.63E-07,0.171275472,75.901119,-0.485079236
who,wins,15,0.002857528,9.86E-05,2.82E-07,1.10E-06,0.33497011,44.78011491,-0.486121877
single,mothers,13,0.000453785,0.000322253,1.46E-07,5.71E-07,0.173768154,74.81232744,-0.486807342
rejected,at,14,5.26E-05,0.003774962,1.99E-07,7.76E-07,0.236008093,59.31999978,-0.487220458
big,night,14,0.000420902,0.000473514,1.99E-07,7.79E-07,0.23683042,59.11402756,-0.487547372
he,loves,17,0.007599249,0.000151262,1.15E-06,4.49E-06,1.365912254,12.44589464,-0.489090108
notify,me,14,4.93E-05,0.004120233,2.03E-07,7.94E-07,0.241494561,57.97232008,-0.489359465
get,away,17,0.002604329,0.000460361,1.20E-06,4.68E-06,1.424682998,11.93247903,-0.48990499
lack,of,17,7.56E-05,0.01604359,1.21E-06,4.74E-06,1.441861941,11.79031052,-0.490130636
my,daughters,17,0.005422398,0.000226892,1.23E-06,4.81E-06,1.461957577,11.62824439,-0.490387864
trending,now,16,0.000226892,0.002226175,5.05E-07,1.97E-06,0.600209387,26.6573638,-0.490709942
thou,are,15,6.25E-05,0.004843658,3.03E-07,1.18E-06,0.359601398,41.71285224,-0.490990168
it,takes,17,0.007714339,0.000167703,1.29E-06,5.06E-06,1.537316215,11.05823241,-0.491292575
state,saying,12,0.00024991,0.000470226,1.18E-07,4.59E-07,0.139641548,85.93430958,-0.493330741
manning,on,16,6.91E-05,0.007816276,5.40E-07,2.11E-06,0.641377175,24.9463196,-0.493425674
social,find,14,0.000351848,0.000605046,2.13E-07,8.32E-07,0.252968604,55.34283604,-0.493532923
here,first,17,0.001104867,0.001348201,1.49E-06,5.82E-06,1.770060694,9.604190441,-0.493600398
refer,to,17,5.59E-05,0.02759208,1.54E-06,6.03E-06,1.832853135,9.275156681,-0.494122633
enter,your,16,0.000118379,0.004748297,5.62E-07,2.20E-06,0.667935795,23.95439819,-0.495000029
baby,daddies,15,0.006152399,5.26E-05,3.24E-07,1.26E-06,0.384643851,38.9971137,-0.495300528
term,baby,17,0.000276217,0.006152399,1.70E-06,6.64E-06,2.019380219,8.418424545,-0.495482419
new,couple,16,0.001854598,0.0003091,5.73E-07,2.24E-06,0.681195832,23.48810615,-0.495740118
view,this,17,0.000259775,0.006764022,1.76E-06,6.87E-06,2.08798035,8.141839074,-0.495921409
celebrities,news,15,0.000184145,0.001792121,3.30E-07,1.29E-06,0.392147593,38.25090418,-0.496484895
instructions,to,17,6.91E-05,0.02759208,1.91E-06,7.45E-06,2.264112696,7.508460171,-0.496926694
back,after,17,0.001282435,0.001509327,1.94E-06,7.56E-06,2.300076691,7.391057902,-0.497113032
you,guys,17,0.010821778,0.000187433,2.03E-06,7.93E-06,2.410281471,7.053118154,-0.497649403
blessings,to,17,7.56E-05,0.02759208,2.09E-06,8.15E-06,2.479742477,6.855550591,-0.497962978
would,never,17,0.002259058,0.001012795,2.29E-06,8.94E-06,2.718770054,6.252827441,-0.498919606
might,have,17,0.000414325,0.005576948,2.31E-06,9.03E-06,2.745752687,6.19138063,-0.499017133
not,saying,17,0.005146181,0.000470226,2.42E-06,9.46E-06,2.875513452,5.911987645,-0.49946058
how,dumb,15,0.002298518,0.000151262,3.48E-07,1.36E-06,0.413142651,36.30707208,-0.499570102
number,of,17,0.00015455,0.01604359,2.48E-06,9.69E-06,2.946413531,5.769726422,-0.499686374
and,provide,17,0.022837206,0.00011509,2.63E-06,1.03E-05,3.123239716,5.443066029,-0.500204842
an,unwanted,12,0.002508969,4.93E-05,1.24E-07,4.84E-07,0.147055347,81.60192893,-0.500207
the,internet,17,0.032968442,8.22E-05,2.71E-06,1.06E-05,3.220569926,5.278568822,-0.500465928
to,remain,17,0.02759208,9.86E-05,2.72E-06,1.06E-05,3.234446709,5.255922119,-0.500501872
are,trying,17,0.004843658,0.000611623,2.96E-06,1.16E-05,3.520308427,4.82912232,-0.50117928
we,could,17,0.003485592,0.000864821,3.01E-06,1.18E-05,3.582008713,4.745940437,-0.501311304
interested,in,16,5.59E-05,0.012064753,6.74E-07,2.64E-06,0.801422733,19.96449482,-0.501332715
people,vs,12,0.00152248,8.22E-05,1.25E-07,4.89E-07,0.148725701,80.68544938,-0.501661616
a,link,17,0.021117428,0.00015455,3.26E-06,1.28E-05,3.878226623,4.383446779,-0.501886646
at,1,17,0.003774962,0.000871398,3.29E-06,1.29E-05,3.908884033,4.349067369,-0.501941212
was,getting,17,0.005981408,0.000565587,3.38E-06,1.32E-05,4.020001084,4.228854581,-0.502132011
melissa,i,17,0.00024991,0.014264622,3.56E-06,1.39E-05,4.236119122,4.013107165,-0.502474441
on,next,17,0.007816276,0.00046365,3.62E-06,1.42E-05,4.306389606,3.947622383,-0.502578377
email,with,17,0.000453785,0.008704116,3.95E-06,1.54E-05,4.69351329,3.622020212,-0.503095165
went,on,17,0.000509686,0.007816276,3.98E-06,1.56E-05,4.73397439,3.591062942,-0.5031443
the,subject,17,0.032968442,0.000121667,4.01E-06,1.57E-05,4.766443491,3.566600555,-0.503183126
the,middle,17,0.032968442,0.000128243,4.23E-06,1.65E-05,5.024089085,3.383697963,-0.503473425
tmz,reports,12,0.000805632,0.000157838,1.27E-07,4.97E-07,0.151102742,79.41616297,-0.503676199
i,aint,17,0.014264622,0.0003091,4.41E-06,1.72E-05,5.239410493,3.244639836,-0.503694135
how,can,17,0.002298518,0.001933517,4.44E-06,1.74E-05,5.28104084,3.2190624,-0.503734731
a,paternity,17,0.021117428,0.000220316,4.65E-06,1.82E-05,5.528535825,3.074955203,-0.503963455
cant,be,17,0.000802344,0.005813705,4.66E-06,1.82E-05,5.542900864,3.066986117,-0.503976103
around,next,15,0.000815497,0.00046365,3.78E-07,1.48E-06,0.449299378,33.38531216,-0.504207455
from,our,17,0.003271853,0.001535634,5.02E-06,1.96E-05,5.970421403,2.847370202,-0.504324672
the,ones,17,0.032968442,0.000157838,5.20E-06,2.03E-05,6.183494258,2.749254595,-0.504480399
make,me,17,0.001269282,0.004120233,5.23E-06,2.04E-05,6.214460041,2.735555444,-0.504502142
the,rapper,17,0.032968442,0.000170991,5.64E-06,2.20E-05,6.698785447,2.537773472,-0.504816058
where,he,17,0.000769461,0.007599249,5.85E-06,2.28E-05,6.948336251,2.44662886,-0.50496072
it,doesnt,17,0.007714339,0.000782614,6.04E-06,2.36E-05,7.174142339,2.369621231,-0.505082945
a,different,17,0.021117428,0.00028937,6.11E-06,2.39E-05,7.261360486,2.341159075,-0.50512812
on,threesome,15,0.007816276,4.93E-05,3.86E-07,1.51E-06,0.458126554,32.74204447,-0.505228435
on,underground,15,0.007816276,4.93E-05,3.86E-07,1.51E-06,0.458126554,32.74204447,-0.505228435
pdt,by,13,6.25E-05,0.002772032,1.73E-07,6.77E-07,0.205800393,63.16800376,-0.505288953
insight,on,16,9.86E-05,0.007816276,7.71E-07,3.01E-06,0.916253108,17.46242372,-0.505303947
help,you,17,0.000621488,0.010821778,6.73E-06,2.63E-05,7.991985931,2.127130872,-0.50546782
a,whole,17,0.021117428,0.000322253,6.81E-06,2.66E-05,8.086515087,2.102265292,-0.505507286
to,write,17,0.02759208,0.00024991,6.90E-06,2.69E-05,8.193931662,2.0747061,-0.505551028
order,to,17,0.00024991,0.02759208,6.90E-06,2.69E-05,8.193931662,2.0747061,-0.505551028
the,south,17,0.032968442,0.000210451,6.94E-06,2.71E-05,8.244659011,2.061940946,-0.505571288
dazed,from,12,3.95E-05,0.003271853,1.29E-07,5.04E-07,0.153415539,78.21893438,-0.505576413
the,word,17,0.032968442,0.000213739,7.05E-06,2.75E-05,8.373481808,2.030218778,-0.505621637
thing,that,17,0.000677389,0.011456419,7.76E-06,3.03E-05,9.221687286,1.843480425,-0.505918024
the,bm,17,0.032968442,0.000243334,8.02E-06,3.13E-05,9.532886982,1.783300278,-0.506013541
know,about,17,0.002170274,0.003791404,8.23E-06,3.22E-05,9.777735099,1.738643953,-0.506084418
talking,to,17,0.000299235,0.02759208,8.26E-06,3.23E-05,9.811155016,1.732721578,-0.506093818
dont,like,17,0.002686537,0.00312388,8.39E-06,3.28E-05,9.972652496,1.704661825,-0.506138354
matter,and,17,0.000381442,0.022837206,8.71E-06,3.40E-05,10.35130877,1.642304405,-0.506237326
anyone,who,16,0.000279505,0.002857528,7.99E-07,3.12E-06,0.949081977,16.8583962,-0.506262646
we,do,17,0.003485592,0.002541852,8.86E-06,3.46E-05,10.52810926,1.614724884,-0.5062811
today,mr,11,0.000325541,0.000305811,9.96E-08,3.89E-07,0.11829957,92.98427684,-0.506317152
love,my,17,0.001703337,0.005422398,9.24E-06,3.61E-05,10.97527573,1.548936029,-0.506385518
her,kids,17,0.008010286,0.001173921,9.40E-06,3.67E-05,11.17404779,1.521382432,-0.506429251
other,followers,12,0.001364642,9.54E-05,1.30E-07,5.08E-07,0.154636182,77.601502,-0.506556388
its,all,17,0.002515545,0.00395253,9.94E-06,3.89E-05,11.81492385,1.438858194,-0.506560231
with,kids,17,0.008704116,0.001173921,1.02E-05,3.99E-05,12.14191481,1.400108653,-0.506621734
what,we,17,0.002982483,0.003485592,1.04E-05,4.06E-05,12.35316313,1.37616575,-0.506659735
and,friends,17,0.022837206,0.000473514,1.08E-05,4.23E-05,12.84990055,1.322967438,-0.506744171
but,now,17,0.004971902,0.002226175,1.11E-05,4.32E-05,13.1524144,1.292538349,-0.506792467
before,you,17,0.001032525,0.010821778,1.12E-05,4.37E-05,13.27769091,1.280343104,-0.506811823
boyfriend,and,17,0.000509686,0.022837206,1.16E-05,4.55E-05,13.83149017,1.229079426,-0.506893188
the,birth,17,0.032968442,0.000355136,1.17E-05,4.57E-05,13.91286208,1.221890931,-0.506904597
girl,i,17,0.000841803,0.014264622,1.20E-05,4.69E-05,14.26903283,1.19139119,-0.506953006
see,her,17,0.00152248,0.008010286,1.22E-05,4.77E-05,14.49183228,1.173074575,-0.506982077
between,the,17,0.000378154,0.032968442,1.25E-05,4.87E-05,14.81462166,1.147514961,-0.507022645
him,if,17,0.003446133,0.003620412,1.25E-05,4.88E-05,14.82564599,1.14666167,-0.507023999
about,him,17,0.003791404,0.003446133,1.31E-05,5.11E-05,15.52585816,1.094947527,-0.507106079
from,me,17,0.003271853,0.004120233,1.35E-05,5.27E-05,16.01913923,1.061230554,-0.507159594
find,us,16,0.000605046,0.001397525,8.46E-07,3.30E-06,1.00478184,15.92385467,-0.507745929
trouble,before,12,0.000128243,0.001032525,1.32E-07,5.17E-07,0.157347294,76.26441912,-0.508678577
never,took,15,0.001012795,0.000411037,4.16E-07,1.63E-06,0.494681596,30.32253495,-0.509068627
reserved,terms,10,0.000355136,0.000223604,7.94E-08,3.10E-07,0.094362121,105.9747273,-0.509874961
with,claudia,15,0.008704116,4.93E-05,4.29E-07,1.68E-06,0.510164488,29.40228172,-0.510529232
threesome,with,15,4.93E-05,0.008704116,4.29E-07,1.68E-06,0.510164488,29.40228172,-0.510529232
5000,on,15,5.59E-05,0.007816276,4.37E-07,1.71E-06,0.519210094,28.89003924,-0.511342252
talks,new,15,0.000243334,0.001854598,4.51E-07,1.76E-06,0.536260548,27.97147776,-0.512800172
alleged,baby,16,0.00017428,0.006152399,1.07E-06,4.19E-06,1.274132757,12.55756114,-0.513088836
with,mimi,15,0.008704116,5.26E-05,4.58E-07,1.79E-06,0.544175454,27.56463911,-0.513445898
receiving,his,15,7.23E-05,0.006356274,4.60E-07,1.80E-06,0.546411158,27.45185523,-0.513624906
ordeal,when,12,4.93E-05,0.002801627,1.38E-07,5.40E-07,0.164208592,73.07778377,-0.513736333
characters,on,15,5.92E-05,0.007816276,4.63E-07,1.81E-06,0.549751865,27.28503706,-0.513889676
my,mommy,16,0.005422398,0.000207163,1.12E-06,4.39E-06,1.334830832,11.98653764,-0.513995151
who,wont,16,0.002857528,0.000414325,1.18E-06,4.63E-06,1.40687446,11.3727276,-0.514969377
dms,and,16,5.26E-05,0.022837206,1.20E-06,4.69E-06,1.427766727,11.20631241,-0.515233508
for,valentines,16,0.008924432,0.000138108,1.23E-06,4.82E-06,1.464617294,10.92435551,-0.515681023
our,partners,12,0.001535634,9.21E-05,1.41E-07,5.52E-07,0.168011859,71.42352987,-0.516361928
mama,syndrome,15,0.00366316,0.00013482,4.94E-07,1.93E-06,0.586859409,25.55978447,-0.516627958
two,children,16,0.000993065,0.001335048,1.33E-06,5.18E-06,1.575425972,10.15598339,-0.516900566
after,party,15,0.001509327,0.000335406,5.06E-07,1.98E-06,0.601558519,24.93522995,-0.517619237
jordan,on,16,0.000177568,0.007816276,1.39E-06,5.42E-06,1.649255594,9.701346511,-0.517622156
to,characterize,16,0.02759208,5.26E-05,1.45E-06,5.67E-06,1.725038245,9.275156681,-0.518298595
6,months,13,0.00038473,0.000522839,2.01E-07,7.86E-07,0.239027578,54.38702985,-0.51922592
piece,of,16,9.86E-05,0.01604359,1.58E-06,6.18E-06,1.880689488,8.507518176,-0.519516974
our,lives,15,0.001535634,0.000348559,5.35E-07,2.09E-06,0.636044893,23.58324099,-0.519765084
brand,new,11,5.92E-05,0.001854598,1.10E-07,4.29E-07,0.130441755,84.32882554,-0.520054892
video,end,15,0.001417255,0.00038473,5.45E-07,2.13E-06,0.6479301,23.1506454,-0.52045169
no,charges,13,0.002219599,9.21E-05,2.04E-07,7.99E-07,0.242843693,53.53237652,-0.520582407
front,of,16,0.000108514,0.01604359,1.74E-06,6.80E-06,2.068758436,7.734107433,-0.520744514
shopping,at,14,8.22E-05,0.003774962,3.10E-07,1.21E-06,0.368762645,37.96479986,-0.521114956
term,relationship,14,0.000276217,0.001124597,3.11E-07,1.21E-06,0.369122413,37.92779713,-0.521173686
attempt,to,16,6.58E-05,0.02759208,1.81E-06,7.09E-06,2.156297806,7.420125345,-0.521242859
must,have,16,0.000325541,0.005576948,1.82E-06,7.09E-06,2.157377111,7.416413161,-0.521248751
comments,get,16,0.000706983,0.002604329,1.84E-06,7.19E-06,2.187906032,7.312928326,-0.521413
like,find,16,0.00312388,0.000605046,1.89E-06,7.39E-06,2.245982937,7.123829722,-0.521713133
would,base,12,0.002259058,6.58E-05,1.49E-07,5.81E-07,0.17654351,67.97191241,-0.521840259
is,angry,16,0.011732635,0.000170991,2.01E-06,7.84E-06,2.383928433,6.711610876,-0.522367398
one,another,16,0.002456356,0.000818785,2.01E-06,7.86E-06,2.389928857,6.694759952,-0.522394143
a,condom,16,0.021117428,9.54E-05,2.01E-06,7.87E-06,2.392948342,6.686312328,-0.522407551
in,america,16,0.012064753,0.000167703,2.02E-06,7.91E-06,2.404268199,6.654831607,-0.522457517
big,deal,12,0.000420902,0.000355136,1.49E-07,5.84E-07,0.177622815,67.55888864,-0.522495801
on,instagram,16,0.007816276,0.000263064,2.06E-06,8.03E-06,2.44334162,6.548408895,-0.522626428
twitter,com,15,0.000473514,0.001226534,5.81E-07,2.27E-06,0.690138647,21.7347631,-0.522698947
claims,he,16,0.00028937,0.007599249,2.20E-06,8.59E-06,2.61304953,6.123113938,-0.523301447
law,which,13,0.000226892,0.000930587,2.11E-07,8.25E-07,0.250899936,51.81348473,-0.523310594
going,through,15,0.001068696,0.000555722,5.94E-07,2.32E-06,0.70572433,21.25475823,-0.5234608
fight,for,16,0.000253199,0.008924432,2.26E-06,8.83E-06,2.685131706,5.958739367,-0.523562339
involved,with,16,0.000266352,0.008704116,2.32E-06,9.06E-06,2.754888235,5.807858118,-0.523801814
